Datasheet,Image,DK Part #,Mfr Part #,Mfr,Supplier,Description,Stock,Price,@ qty,Min Qty, Package,Series,"Part Status","Capacitance","Tolerance","Voltage - Rated","Temperature Coefficient","Operating Temperature","Features","Ratings","Applications","Failure Rate","Mounting Type","Package / Case","Size / Dimension","Height - Seated (Max)","Thickness (Max)","Lead Spacing","Lead Style"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275JDT-ND","2225Y0250275JDT","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±5%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275JXR-ND","2225Y0250275JXR","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±5%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275KDR-ND","2225Y0250275KDR","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±10%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275KDT-ND","2225Y0250275KDT","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±10%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275KXR-ND","2225Y0250275KXR","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±10%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275MDR-ND","2225Y0250275MDR","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±20%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275MDT-ND","2225Y0250275MDT","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±20%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250275MXR-ND","2225Y0250275MXR","Knowles Syfer","Knowles Syfer","CAP CER 2.7UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","2.7 µF","±20%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335JDR-ND","2225Y0250335JDR","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±5%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335JDT-ND","2225Y0250335JDT","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±5%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335JXR-ND","2225Y0250335JXR","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±5%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335KDR-ND","2225Y0250335KDR","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±10%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335KDT-ND","2225Y0250335KDT","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±10%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"https://www.knowlescapacitors.com/getattachment/2dbfc8bc-e2b3-4b4d-afb1-43b011b9ebe0/High-Std-Voltage.aspx","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335KXR-ND","2225Y0250335KXR","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±10%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335MDR-ND","2225Y0250335MDR","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±20%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
"//media.digikey.com/pdf/Data%20Sheets/Knowles%20Syfer/MLCC_High_Reliability.pdf","//media.digikey.com/Renders/Knowles%20Syfer/2225-(5763-Metric)-4,2mm-Tan.jpg","2225Y0250335MDT-ND","2225Y0250335MDT","Knowles Syfer","Knowles Syfer","CAP CER 3.3UF 25V X7R 2225","0","Active","0","0","Tape & Reel (TR)","FlexiCap™","Active","3.3 µF","±20%","25V","X7R (2R1)","-55°C ~ 125°C","Soft Termination","-","High Reliability, Boardflex Sensitive","-","Surface Mount, MLCC","2225 (5763 Metric)","0.224"" L x 0.248"" W (5.70mm x 6.30mm)","-","0.098"" (2.50mm)","-","-"
